order_id,warehouse_region,shipping_cost,promised_delivery_date,actual_delivery_date,delivery_status
O0006764,East Hub,10.36,2026-04-25,2026-04-25,On Time
O0006765,West Hub,17.4,2026-04-25,2026-04-24,On Time
O0006766,Central Hub,20.46,2026-04-23,2026-04-25,Late
O0006767,East Hub,13.41,2026-04-24,2026-04-23,On Time
O0006768,West Hub,10.01,2026-04-23,2026-04-22,On Time
O0006769,West Hub,11.54,2026-04-24,2026-04-24,On Time
O0006770,Central Hub,10.31,2026-04-25,2026-04-25,On Time
O0006771,Central Hub,11.89,2026-04-24,2026-04-23,On Time
O0006772,Central Hub,11.51,2026-04-25,2026-04-25,On Time
O0006773,West Hub,13.03,2026-04-25,2026-04-26,Late
O0006774,West Hub,9.91,2026-04-23,2026-04-23,On Time
O0006775,East Hub,7.81,2026-04-25,2026-04-24,On Time
O0006776,East Hub,8.26,2026-04-22,2026-04-21,On Time
O0006777,Central Hub,11.53,2026-04-25,2026-04-25,On Time
O0006778,Central Hub,7.77,2026-04-24,2026-04-24,On Time
O0006779,East Hub,12.04,2026-04-24,2026-04-23,On Time
O0006780,West Hub,17.45,2026-04-25,2026-04-25,On Time
O0006781,Central Hub,11.63,2026-04-23,2026-04-22,On Time
O0006782,West Hub,10.34,2026-04-23,2026-04-23,On Time
O0006783,Central Hub,8.87,2026-04-22,2026-04-22,On Time
O0006784,West Hub,9.53,2026-04-25,2026-04-24,On Time
O0006785,East Hub,22.01,2026-04-26,2026-04-26,On Time
O0006786,West Hub,8.53,2026-04-23,2026-04-23,On Time
O0006787,Central Hub,18.04,2026-04-24,2026-04-24,On Time
O0006788,Central Hub,12.25,2026-04-26,2026-04-27,Late
O0006789,East Hub,13.73,2026-04-26,2026-04-26,On Time
O0006790,West Hub,11.12,2026-04-25,2026-04-25,On Time
O0006791,West Hub,16.0,2026-04-25,2026-04-24,On Time
O0006792,Central Hub,11.82,2026-04-23,2026-04-23,On Time
O0006793,Central Hub,8.13,2026-04-24,2026-04-23,On Time
O0006794,Central Hub,5.94,2026-04-25,2026-04-24,On Time
O0006795,West Hub,11.59,2026-04-24,2026-04-23,On Time
O0006796,West Hub,12.96,2026-04-24,2026-04-23,On Time
O0006797,East Hub,12.76,2026-04-26,2026-05-01,Late
O0006798,Central Hub,11.45,2026-04-24,2026-04-23,On Time
O0006799,East Hub,6.51,2026-04-24,2026-04-23,On Time
O0006800,East Hub,6.99,2026-04-25,2026-04-25,On Time
O0006801,East Hub,16.79,2026-04-23,2026-04-23,On Time
O0006802,Central Hub,13.88,2026-04-24,2026-04-24,On Time
O0006803,East Hub,7.25,2026-04-26,2026-04-26,On Time
O0006804,West Hub,12.26,2026-04-26,2026-04-26,On Time
O0006805,West Hub,16.84,2026-04-25,2026-04-24,On Time
O0006806,Central Hub,7.28,2026-04-24,2026-04-29,Late
O0006807,Central Hub,9.57,2026-04-25,2026-04-24,On Time
O0006808,West Hub,9.55,2026-04-26,2026-04-26,On Time
O0006809,West Hub,9.33,2026-04-24,2026-04-23,On Time
O0006810,West Hub,6.27,2026-04-23,2026-04-22,On Time
O0006811,West Hub,15.99,2026-04-24,2026-04-24,On Time
O0006812,Central Hub,16.69,2026-04-24,2026-04-23,On Time
O0006813,West Hub,7.48,2026-04-23,2026-04-23,On Time
O0006814,East Hub,10.7,2026-04-25,2026-04-24,On Time
O0006815,Central Hub,8.58,2026-04-24,2026-04-23,On Time
O0006816,Central Hub,10.06,2026-04-26,2026-04-30,Late
O0006817,East Hub,12.27,2026-04-24,2026-04-24,On Time
O0006818,Central Hub,11.92,2026-04-24,2026-04-23,On Time
O0006819,Central Hub,11.37,2026-04-25,2026-04-24,On Time
O0006820,Central Hub,19.97,2026-04-26,2026-04-26,On Time
O0006821,West Hub,10.09,2026-04-25,2026-04-25,On Time
O0006822,Central Hub,9.53,2026-04-23,2026-04-27,Late
O0006823,West Hub,10.37,2026-04-25,2026-04-29,Late
O0006824,Central Hub,12.67,2026-04-24,2026-04-23,On Time
O0006825,Central Hub,8.82,2026-04-23,2026-04-23,On Time
O0006826,Central Hub,26.33,2026-04-25,2026-04-24,On Time
O0006827,West Hub,10.45,2026-04-24,2026-04-24,On Time
O0006828,Central Hub,17.01,2026-04-26,2026-04-26,On Time
O0006829,Central Hub,9.46,2026-04-25,2026-04-25,On Time
O0006830,West Hub,15.6,2026-04-26,2026-04-25,On Time
O0006831,Central Hub,15.62,2026-04-26,2026-04-25,On Time
O0006832,Central Hub,7.63,2026-04-26,2026-04-25,On Time
O0006833,Central Hub,7.7,2026-04-26,2026-04-26,On Time
O0006834,West Hub,9.34,2026-04-25,2026-04-25,On Time
O0006835,Central Hub,6.92,2026-04-25,2026-04-24,On Time
O0006836,Central Hub,7.55,2026-04-23,2026-04-23,On Time
O0006837,West Hub,15.02,2026-04-26,2026-04-25,On Time
O0006838,East Hub,15.3,2026-04-24,2026-04-24,On Time
O0006839,Central Hub,14.26,2026-04-26,2026-04-30,Late
O0006840,Central Hub,8.33,2026-04-26,2026-04-25,On Time
O0006841,Central Hub,11.24,2026-04-23,2026-04-22,On Time
O0006842,Central Hub,6.92,2026-04-25,2026-04-24,On Time
O0006843,East Hub,15.83,2026-04-25,2026-04-24,On Time
O0006844,West Hub,11.53,2026-04-23,2026-04-22,On Time
O0006845,West Hub,11.53,2026-04-23,2026-04-22,On Time
O0006846,West Hub,16.2,2026-04-25,2026-04-24,On Time
O0006847,Central Hub,6.89,2026-04-26,2026-04-25,On Time
O0006848,Central Hub,13.16,2026-04-26,2026-04-25,On Time
O0006849,West Hub,21.05,2026-04-25,2026-04-29,Late
O0006850,West Hub,13.24,2026-04-24,2026-04-23,On Time
O0006851,Central Hub,7.58,2026-04-25,2026-04-24,On Time
O0006852,East Hub,10.79,2026-04-25,2026-04-24,On Time
O0006853,Central Hub,15.98,2026-04-24,2026-04-24,On Time
O0006854,West Hub,9.28,2026-04-26,2026-04-28,Late
O0006855,Central Hub,7.16,2026-04-23,2026-04-23,On Time
O0006856,Central Hub,12.5,2026-04-23,2026-04-23,On Time
O0006857,East Hub,13.35,2026-04-24,2026-04-23,On Time
O0006858,Central Hub,15.23,2026-04-25,2026-04-30,Late
O0006859,West Hub,11.83,2026-04-25,2026-04-25,On Time
O0006860,West Hub,8.49,2026-04-24,2026-04-24,On Time
O0006861,East Hub,19.24,2026-04-25,2026-04-25,On Time
O0006862,East Hub,11.21,2026-04-23,2026-04-22,On Time
O0006863,West Hub,8.87,2026-04-26,2026-04-26,On Time
O0006864,East Hub,19.68,2026-04-24,2026-04-24,On Time
O0006865,West Hub,9.99,2026-04-24,2026-04-28,Late
O0006866,Central Hub,9.08,2026-04-27,2026-04-27,On Time
O0006867,East Hub,11.86,2026-04-26,2026-04-25,On Time
O0006868,Central Hub,7.87,2026-04-26,2026-04-26,On Time
O0006869,East Hub,13.87,2026-04-27,2026-04-27,On Time
O0006870,West Hub,16.18,2026-04-25,2026-04-25,On Time
O0006871,West Hub,12.6,2026-04-25,2026-04-24,On Time
O0006872,Central Hub,11.04,2026-04-24,2026-04-23,On Time
O0006873,West Hub,13.79,2026-04-25,2026-04-28,Late
O0006874,West Hub,10.26,2026-04-26,2026-04-26,On Time
O0006875,West Hub,10.94,2026-04-25,2026-04-24,On Time
O0006876,East Hub,9.77,2026-04-26,2026-04-26,On Time
O0006877,Central Hub,6.33,2026-04-25,2026-04-25,On Time
O0006878,East Hub,10.38,2026-04-25,2026-04-25,On Time
O0006879,West Hub,13.92,2026-04-24,2026-04-24,On Time
O0006880,East Hub,9.25,2026-04-24,2026-04-23,On Time
O0006881,Central Hub,14.85,2026-04-26,2026-04-25,On Time
O0006882,Central Hub,11.8,2026-04-26,2026-04-25,On Time
O0006883,Central Hub,11.92,2026-04-27,2026-04-27,On Time
O0006884,Central Hub,7.95,2026-04-27,2026-04-26,On Time
O0006885,West Hub,13.28,2026-04-25,2026-04-25,On Time
O0006886,East Hub,8.98,2026-04-27,2026-04-27,On Time
O0006887,Central Hub,7.39,2026-04-25,2026-04-25,On Time
O0006888,West Hub,14.7,2026-04-27,2026-04-26,On Time
O0006889,East Hub,9.99,2026-04-26,2026-04-25,On Time
O0006890,Central Hub,13.03,2026-04-27,2026-04-26,On Time
O0006891,West Hub,10.78,2026-04-25,2026-04-25,On Time
O0006892,East Hub,11.41,2026-04-27,2026-04-27,On Time
O0006893,West Hub,10.23,2026-04-26,2026-04-25,On Time
O0006894,West Hub,14.85,2026-04-26,2026-04-25,On Time
O0006895,Central Hub,10.33,2026-04-27,2026-04-27,On Time
O0006896,Central Hub,20.12,2026-04-27,2026-04-27,On Time
O0006897,Central Hub,7.72,2026-04-24,2026-04-23,On Time
O0006898,West Hub,22.33,2026-04-25,2026-04-25,On Time
O0006899,East Hub,13.13,2026-04-27,2026-04-27,On Time
O0006900,Central Hub,10.48,2026-04-27,2026-04-26,On Time
O0006901,West Hub,10.83,2026-04-25,2026-04-24,On Time
O0006902,West Hub,9.06,2026-04-25,2026-04-24,On Time
O0006903,West Hub,12.47,2026-04-26,2026-04-25,On Time
O0006904,East Hub,9.18,2026-04-24,2026-04-24,On Time
O0006905,Central Hub,8.29,2026-04-25,2026-04-25,On Time
O0006906,West Hub,15.11,2026-04-25,2026-04-24,On Time
O0006907,East Hub,16.79,2026-04-24,2026-04-23,On Time
O0006908,East Hub,8.16,2026-04-27,2026-04-26,On Time
O0006909,West Hub,14.66,2026-04-26,2026-04-29,Late
O0006910,West Hub,17.1,2026-04-25,2026-04-24,On Time
O0006911,West Hub,10.08,2026-04-27,2026-04-26,On Time
O0006912,Central Hub,6.81,2026-04-27,2026-04-26,On Time
O0006913,Central Hub,10.34,2026-04-25,2026-04-29,Late
O0006914,East Hub,7.56,2026-04-27,2026-04-26,On Time
O0006915,Central Hub,8.38,2026-04-24,2026-04-23,On Time
O0006916,Central Hub,13.26,2026-04-25,2026-04-25,On Time
O0006917,East Hub,7.03,2026-04-27,2026-04-27,On Time
O0006918,West Hub,11.35,2026-04-26,2026-04-25,On Time
O0006919,Central Hub,11.54,2026-04-26,2026-04-26,On Time
O0006920,Central Hub,10.32,2026-04-27,2026-04-27,On Time
O0006921,West Hub,8.75,2026-04-25,2026-04-24,On Time
O0006922,West Hub,9.36,2026-04-25,2026-04-24,On Time
O0006923,East Hub,12.15,2026-04-27,2026-04-27,On Time
O0006924,West Hub,9.36,2026-04-25,2026-04-25,On Time
O0006925,Central Hub,12.66,2026-04-24,2026-04-23,On Time
O0006926,Central Hub,8.23,2026-04-25,2026-04-24,On Time
O0006927,Central Hub,9.34,2026-04-24,2026-04-23,On Time
O0006928,Central Hub,6.77,2026-04-26,2026-04-25,On Time
O0006929,East Hub,13.63,2026-04-27,2026-04-27,On Time
O0006930,East Hub,13.9,2026-04-26,2026-04-25,On Time
O0006931,Central Hub,9.08,2026-04-25,2026-04-25,On Time
O0006932,East Hub,9.93,2026-04-27,2026-04-26,On Time
O0006933,Central Hub,13.63,2026-04-25,2026-04-24,On Time
O0006934,East Hub,7.79,2026-04-28,2026-04-29,Late
O0006935,West Hub,14.47,2026-04-28,2026-04-28,On Time
O0006936,West Hub,10.92,2026-04-26,2026-04-25,On Time
O0006937,East Hub,11.62,2026-04-27,2026-04-26,On Time
O0006938,Central Hub,8.91,2026-04-26,2026-04-25,On Time
O0006939,Central Hub,9.84,2026-04-28,2026-04-27,On Time
O0006940,Central Hub,14.6,2026-04-26,2026-04-26,On Time
O0006941,West Hub,9.24,2026-04-26,2026-04-26,On Time
O0006942,East Hub,12.31,2026-04-27,2026-04-26,On Time
O0006943,West Hub,14.71,2026-04-27,2026-04-27,On Time
O0006944,East Hub,10.17,2026-04-25,2026-04-25,On Time
O0006945,West Hub,20.55,2026-04-26,2026-04-25,On Time
O0006946,East Hub,7.67,2026-04-26,2026-04-26,On Time
O0006947,East Hub,14.93,2026-04-27,2026-04-27,On Time
O0006948,West Hub,10.54,2026-04-28,2026-05-02,Late
O0006949,West Hub,16.27,2026-04-25,2026-04-25,On Time
O0006950,Central Hub,8.42,2026-04-26,2026-04-26,On Time
O0006951,Central Hub,17.75,2026-04-27,2026-04-27,On Time
O0006952,East Hub,9.83,2026-04-25,2026-04-25,On Time
O0006953,West Hub,13.06,2026-04-27,2026-04-26,On Time
O0006954,West Hub,11.44,2026-04-26,2026-04-26,On Time
O0006955,Central Hub,8.29,2026-04-27,2026-04-26,On Time
O0006956,West Hub,11.4,2026-04-26,2026-04-26,On Time
O0006957,West Hub,12.37,2026-04-27,2026-04-27,On Time
O0006958,East Hub,15.18,2026-04-25,2026-04-24,On Time
O0006959,Central Hub,15.31,2026-04-28,2026-04-27,On Time
O0006960,West Hub,19.44,2026-04-27,2026-04-27,On Time
O0006961,West Hub,11.79,2026-04-27,2026-04-27,On Time
O0006962,West Hub,9.5,2026-04-27,2026-04-27,On Time
O0006963,East Hub,8.86,2026-04-26,2026-04-26,On Time
O0006964,West Hub,9.48,2026-04-28,2026-04-27,On Time
O0006965,West Hub,11.4,2026-04-25,2026-04-25,On Time
O0006966,East Hub,12.18,2026-04-27,2026-04-28,Late
O0006967,West Hub,12.1,2026-04-28,2026-04-27,On Time
O0006968,Central Hub,12.75,2026-04-28,2026-04-28,On Time
O0006969,Central Hub,12.37,2026-04-26,2026-04-26,On Time
O0006970,West Hub,16.91,2026-04-25,2026-04-25,On Time
O0006971,East Hub,12.23,2026-04-26,2026-04-25,On Time
O0006972,East Hub,15.81,2026-04-26,2026-04-26,On Time
O0006973,East Hub,12.26,2026-04-28,2026-04-29,Late
O0006974,Central Hub,7.87,2026-04-25,2026-04-24,On Time
O0006975,East Hub,14.86,2026-04-27,2026-04-27,On Time
O0006976,Central Hub,12.13,2026-04-28,2026-04-29,Late
O0006977,East Hub,16.0,2026-04-27,2026-04-26,On Time
O0006978,Central Hub,11.33,2026-04-28,2026-04-27,On Time
O0006979,East Hub,11.7,2026-04-28,2026-04-28,On Time
O0006980,West Hub,11.93,2026-04-27,2026-04-26,On Time
O0006981,West Hub,9.14,2026-04-25,2026-04-24,On Time
O0006982,West Hub,16.53,2026-04-26,2026-04-25,On Time
O0006983,East Hub,11.41,2026-04-25,2026-04-24,On Time
O0006984,East Hub,8.06,2026-04-27,2026-04-26,On Time
O0006985,West Hub,8.87,2026-04-27,2026-04-26,On Time
O0006986,Central Hub,10.89,2026-04-28,2026-04-28,On Time
O0006987,West Hub,17.16,2026-04-25,2026-04-24,On Time
O0006988,East Hub,10.58,2026-04-26,2026-04-25,On Time
O0006989,East Hub,6.59,2026-04-26,2026-04-26,On Time
O0006990,East Hub,13.37,2026-04-28,2026-04-28,On Time
O0006991,East Hub,18.28,2026-04-28,2026-04-27,On Time
O0006992,Central Hub,13.19,2026-04-28,2026-04-27,On Time
O0006993,Central Hub,8.92,2026-04-25,2026-04-26,Late
O0006994,Central Hub,9.33,2026-04-26,2026-04-26,On Time
O0006995,West Hub,9.31,2026-04-27,2026-04-30,Late
O0006996,Central Hub,14.88,2026-04-26,2026-04-25,On Time
O0006997,West Hub,8.75,2026-04-26,2026-04-29,Late
O0006998,Central Hub,10.67,2026-04-28,2026-04-27,On Time
O0006999,Central Hub,7.84,2026-04-28,2026-05-01,Late
O0007000,East Hub,8.98,2026-04-27,2026-04-27,On Time
O0007001,Central Hub,20.02,2026-04-26,2026-04-25,On Time
O0007002,West Hub,14.66,2026-04-27,2026-04-27,On Time
O0007003,Central Hub,21.73,2026-04-28,2026-04-27,On Time
O0007004,Central Hub,12.53,2026-04-29,2026-04-28,On Time
O0007005,Central Hub,16.85,2026-04-27,2026-04-26,On Time
O0007006,Central Hub,11.89,2026-04-26,2026-04-26,On Time
O0007007,East Hub,12.23,2026-04-28,2026-04-28,On Time
O0007008,West Hub,9.77,2026-04-28,2026-04-27,On Time
O0007009,East Hub,21.26,2026-04-27,2026-04-26,On Time
O0007010,East Hub,6.04,2026-04-28,2026-04-28,On Time
O0007011,West Hub,11.23,2026-04-28,2026-04-28,On Time
O0007012,West Hub,7.84,2026-04-28,2026-05-01,Late
O0007013,West Hub,8.72,2026-04-28,2026-04-27,On Time
O0007014,East Hub,12.35,2026-04-26,2026-04-25,On Time
O0007015,Central Hub,11.89,2026-04-29,2026-04-28,On Time
O0007016,Central Hub,9.44,2026-04-28,2026-04-28,On Time
O0007017,Central Hub,8.3,2026-04-27,2026-04-27,On Time
O0007018,Central Hub,13.22,2026-04-26,2026-04-26,On Time
O0007019,West Hub,13.85,2026-04-29,2026-04-30,Late
O0007020,Central Hub,9.24,2026-04-27,2026-04-26,On Time
O0007021,West Hub,10.36,2026-04-28,2026-04-28,On Time
O0007022,Central Hub,10.56,2026-04-27,2026-04-27,On Time
O0007023,West Hub,15.74,2026-04-28,2026-04-28,On Time
O0007024,West Hub,9.56,2026-04-29,2026-04-29,On Time
O0007025,West Hub,17.21,2026-04-26,2026-04-25,On Time
O0007026,Central Hub,10.48,2026-04-27,2026-04-27,On Time
O0007027,Central Hub,9.06,2026-04-26,2026-04-25,On Time
O0007028,West Hub,8.69,2026-04-27,2026-04-27,On Time
O0007029,East Hub,17.5,2026-04-28,2026-05-01,Late
O0007030,Central Hub,16.38,2026-04-29,2026-04-28,On Time
O0007031,Central Hub,14.9,2026-04-28,2026-04-28,On Time
O0007032,Central Hub,6.5,2026-04-29,2026-04-28,On Time
O0007033,Central Hub,7.86,2026-04-27,2026-04-27,On Time
O0007034,West Hub,14.25,2026-04-26,2026-04-25,On Time
O0007035,Central Hub,15.52,2026-04-26,2026-04-29,Late
O0007036,West Hub,10.18,2026-04-27,2026-04-26,On Time
O0007037,Central Hub,10.4,2026-04-27,2026-04-29,Late
O0007038,Central Hub,12.54,2026-04-29,2026-04-28,On Time
O0007039,West Hub,11.74,2026-04-27,2026-04-27,On Time
O0007040,East Hub,17.83,2026-04-26,2026-04-25,On Time
O0007041,Central Hub,10.34,2026-04-27,2026-04-26,On Time
O0007042,Central Hub,8.27,2026-04-29,2026-05-04,Late
O0007043,East Hub,10.04,2026-04-29,2026-04-29,On Time
O0007044,East Hub,6.91,2026-04-28,2026-04-30,Late
O0007045,Central Hub,11.98,2026-04-26,2026-04-25,On Time
O0007046,Central Hub,9.5,2026-04-29,2026-04-29,On Time
O0007047,Central Hub,8.17,2026-04-27,2026-04-26,On Time
O0007048,Central Hub,18.36,2026-04-27,2026-04-26,On Time
O0007049,Central Hub,7.65,2026-04-27,2026-04-26,On Time
O0007050,West Hub,12.95,2026-04-26,2026-04-27,Late
O0007051,East Hub,8.99,2026-04-26,2026-04-27,Late
O0007052,West Hub,16.1,2026-04-28,2026-04-28,On Time
O0007053,West Hub,15.96,2026-04-27,2026-04-26,On Time
O0007054,West Hub,11.69,2026-04-28,2026-04-28,On Time
O0007055,East Hub,12.4,2026-04-29,2026-04-29,On Time
O0007056,Central Hub,19.03,2026-04-27,2026-04-27,On Time
O0007057,Central Hub,14.49,2026-04-27,2026-04-26,On Time
O0007058,Central Hub,15.07,2026-04-27,2026-04-26,On Time
O0007059,East Hub,10.91,2026-04-28,2026-04-30,Late
O0007060,Central Hub,9.0,2026-04-26,2026-04-26,On Time
O0007061,East Hub,11.62,2026-04-26,2026-04-27,Late
O0007062,Central Hub,10.1,2026-04-29,2026-04-28,On Time
O0007063,West Hub,13.43,2026-04-28,2026-04-28,On Time
O0007064,Central Hub,8.94,2026-04-29,2026-04-29,On Time
O0007065,East Hub,19.08,2026-04-26,2026-04-26,On Time
O0007066,East Hub,7.88,2026-04-27,2026-04-26,On Time
O0007067,East Hub,13.35,2026-04-27,2026-04-27,On Time
O0007068,Central Hub,9.91,2026-04-28,2026-05-03,Late
O0007069,Central Hub,7.03,2026-04-27,2026-04-30,Late
O0007070,East Hub,9.29,2026-04-28,2026-04-28,On Time
O0007071,East Hub,8.7,2026-04-26,2026-04-26,On Time
O0007072,Central Hub,10.99,2026-04-30,2026-04-30,On Time
O0007073,East Hub,8.82,2026-04-27,2026-04-26,On Time
O0007074,Central Hub,14.92,2026-04-27,2026-04-26,On Time
O0007075,East Hub,8.43,2026-04-27,2026-04-27,On Time
O0007076,Central Hub,7.9,2026-04-30,2026-04-30,On Time
O0007077,East Hub,10.25,2026-04-27,2026-04-26,On Time
O0007078,West Hub,10.24,2026-04-27,2026-04-26,On Time
O0007079,Central Hub,15.14,2026-04-28,2026-04-28,On Time
O0007080,Central Hub,15.31,2026-04-29,2026-04-29,On Time
O0007081,East Hub,8.99,2026-04-30,2026-04-30,On Time
O0007082,West Hub,9.07,2026-04-27,2026-04-26,On Time
O0007083,East Hub,7.61,2026-04-28,2026-04-28,On Time
O0007084,Central Hub,8.5,2026-04-29,2026-04-29,On Time
O0007085,Central Hub,7.5,2026-04-30,2026-05-01,Late
O0007086,West Hub,13.98,2026-04-27,2026-04-26,On Time
O0007087,West Hub,8.54,2026-04-29,2026-04-28,On Time
O0007088,West Hub,15.11,2026-04-29,2026-05-02,Late
O0007089,Central Hub,8.22,2026-04-29,2026-04-28,On Time
O0007090,West Hub,13.85,2026-04-28,2026-04-27,On Time
O0007091,West Hub,9.77,2026-04-29,2026-04-28,On Time
O0007092,West Hub,23.32,2026-04-28,2026-04-27,On Time
O0007093,West Hub,11.46,2026-04-29,2026-04-29,On Time
O0007094,Central Hub,9.1,2026-04-28,2026-04-27,On Time
O0007095,West Hub,12.67,2026-04-30,2026-04-30,On Time
O0007096,East Hub,15.46,2026-04-28,2026-04-27,On Time
O0007097,East Hub,14.06,2026-04-27,2026-04-27,On Time
O0007098,Central Hub,14.18,2026-04-30,2026-05-03,Late
O0007099,West Hub,10.11,2026-04-29,2026-04-28,On Time
O0007100,East Hub,11.1,2026-04-29,2026-04-28,On Time
O0007101,Central Hub,11.69,2026-04-30,2026-04-29,On Time
O0007102,West Hub,20.49,2026-04-28,2026-04-27,On Time
O0007103,East Hub,10.48,2026-04-27,2026-04-27,On Time
O0007104,Central Hub,12.69,2026-04-27,2026-04-27,On Time
O0007105,West Hub,8.71,2026-04-28,2026-04-27,On Time
O0007106,Central Hub,16.44,2026-04-30,2026-04-29,On Time
O0007107,East Hub,10.15,2026-04-29,2026-04-28,On Time
O0007108,West Hub,7.5,2026-04-29,2026-04-28,On Time
O0007109,Central Hub,13.64,2026-04-30,2026-04-30,On Time
O0007110,East Hub,10.43,2026-04-28,2026-04-28,On Time
O0007111,East Hub,13.18,2026-04-28,2026-04-27,On Time
O0007112,East Hub,18.5,2026-04-27,2026-04-27,On Time
O0007113,West Hub,15.7,2026-04-27,2026-04-26,On Time
O0007114,East Hub,7.48,2026-04-27,2026-04-26,On Time
O0007115,Central Hub,8.52,2026-04-27,2026-04-27,On Time
O0007116,East Hub,9.58,2026-04-27,2026-04-27,On Time
O0007117,Central Hub,15.83,2026-04-27,2026-04-26,On Time
O0007118,West Hub,10.73,2026-04-27,2026-04-27,On Time
O0007119,Central Hub,8.09,2026-04-30,2026-05-02,Late
O0007120,West Hub,13.14,2026-04-29,2026-04-28,On Time
O0007121,East Hub,17.53,2026-04-27,2026-04-27,On Time
O0007122,Central Hub,13.55,2026-04-30,2026-04-29,On Time
O0007123,East Hub,10.39,2026-05-01,2026-05-01,On Time
O0007124,Central Hub,12.67,2026-04-28,2026-04-28,On Time
O0007125,Central Hub,7.6,2026-04-28,2026-04-27,On Time
O0007126,East Hub,10.79,2026-04-28,2026-04-28,On Time
O0007127,Central Hub,8.54,2026-04-30,2026-04-29,On Time
O0007128,West Hub,14.35,2026-04-28,2026-04-28,On Time
O0007129,East Hub,9.9,2026-04-28,2026-04-28,On Time
O0007130,West Hub,12.69,2026-04-29,2026-04-29,On Time
O0007131,West Hub,9.78,2026-04-28,2026-04-30,Late
O0007132,East Hub,6.83,2026-04-28,2026-04-27,On Time
O0007133,West Hub,14.52,2026-04-28,2026-04-28,On Time
O0007134,West Hub,8.51,2026-04-30,2026-04-30,On Time
O0007135,East Hub,8.03,2026-04-29,2026-04-29,On Time
O0007136,Central Hub,13.14,2026-04-29,2026-04-28,On Time
O0007137,West Hub,7.72,2026-05-01,2026-05-05,Late
O0007138,Central Hub,11.24,2026-04-28,2026-04-28,On Time
O0007139,East Hub,14.44,2026-05-01,2026-05-01,On Time
O0007140,West Hub,12.87,2026-04-30,2026-04-29,On Time
O0007141,West Hub,11.28,2026-04-28,2026-04-28,On Time
O0007142,West Hub,13.24,2026-04-30,2026-04-29,On Time
O0007143,Central Hub,9.06,2026-04-28,2026-04-27,On Time
O0007144,East Hub,7.93,2026-04-28,2026-04-28,On Time
O0007145,West Hub,17.14,2026-04-28,2026-04-28,On Time
O0007146,West Hub,10.32,2026-04-29,2026-04-29,On Time
O0007147,West Hub,9.55,2026-05-01,2026-05-02,Late
O0007148,Central Hub,10.65,2026-04-30,2026-04-30,On Time
O0007149,Central Hub,11.36,2026-04-28,2026-04-27,On Time
O0007150,East Hub,7.83,2026-04-30,2026-04-30,On Time
O0007151,West Hub,10.09,2026-04-29,2026-04-28,On Time
O0007152,East Hub,15.91,2026-04-29,2026-04-29,On Time
O0007153,Central Hub,16.4,2026-04-28,2026-04-30,Late
O0007154,West Hub,16.58,2026-04-30,2026-04-30,On Time
O0007155,West Hub,10.51,2026-05-01,2026-05-01,On Time
O0007156,East Hub,13.17,2026-04-30,2026-04-30,On Time
O0007157,Central Hub,6.95,2026-04-30,2026-04-29,On Time
O0007158,East Hub,13.77,2026-04-28,2026-04-27,On Time
O0007159,East Hub,8.35,2026-04-30,2026-04-29,On Time
O0007160,Central Hub,6.68,2026-04-28,2026-04-28,On Time
O0007161,Central Hub,8.91,2026-04-29,2026-04-28,On Time
O0007162,West Hub,9.96,2026-05-01,2026-04-30,On Time
O0007163,Central Hub,8.61,2026-04-30,2026-04-29,On Time
O0007164,East Hub,8.72,2026-04-30,2026-05-04,Late
O0007165,East Hub,9.41,2026-04-28,2026-04-27,On Time
O0007166,West Hub,9.78,2026-04-29,2026-04-28,On Time
O0007167,West Hub,13.34,2026-04-29,2026-04-29,On Time
O0007168,East Hub,12.04,2026-04-29,2026-04-28,On Time
O0007169,West Hub,8.83,2026-04-30,2026-04-30,On Time
O0007170,West Hub,7.03,2026-04-30,2026-05-01,Late
O0007171,West Hub,10.59,2026-04-28,2026-05-03,Late
O0007172,East Hub,15.97,2026-04-28,2026-04-28,On Time
O0007173,East Hub,9.26,2026-05-01,2026-04-30,On Time
O0007174,Central Hub,10.54,2026-04-29,2026-05-03,Late
O0007175,East Hub,10.47,2026-04-28,2026-04-28,On Time
O0007176,East Hub,10.95,2026-04-28,2026-04-27,On Time
O0007177,Central Hub,7.88,2026-04-29,2026-04-28,On Time
O0007178,East Hub,11.98,2026-04-28,2026-04-27,On Time
O0007179,Central Hub,12.61,2026-04-30,2026-04-30,On Time
O0007180,East Hub,18.25,2026-05-01,2026-04-30,On Time
O0007181,East Hub,10.3,2026-04-29,2026-05-02,Late
O0007182,East Hub,34.01,2026-04-30,2026-04-29,On Time
O0007183,East Hub,10.84,2026-04-30,2026-04-30,On Time
O0007184,West Hub,11.9,2026-04-28,2026-04-28,On Time
O0007185,West Hub,11.38,2026-04-28,2026-04-28,On Time
O0007186,West Hub,11.41,2026-05-01,2026-04-30,On Time
O0007187,West Hub,9.03,2026-04-29,2026-04-29,On Time
O0007188,Central Hub,11.11,2026-04-29,2026-04-29,On Time
O0007189,West Hub,13.07,2026-04-30,2026-04-30,On Time
O0007190,West Hub,11.7,2026-04-29,2026-04-29,On Time
O0007191,East Hub,11.92,2026-04-30,2026-04-30,On Time
O0007192,West Hub,12.36,2026-04-30,2026-04-30,On Time
O0007193,Central Hub,6.58,2026-04-29,2026-04-28,On Time
O0007194,East Hub,10.15,2026-04-29,2026-04-28,On Time
O0007195,West Hub,10.22,2026-04-29,2026-04-29,On Time
