customer_id,region,signup_date,acquisition_channel,customer_segment
C001127,Northeast,2026-04-07,Paid Search,Consumer
C001128,West,2026-04-14,Paid Social,Small Business
C001129,Midwest,2025-01-06,Paid Social,Consumer
C001130,West,2025-08-30,Paid Social,Consumer
C001131,Midwest,2025-04-13,Paid Search,Consumer
C001132,West,2025-10-23,Organic Search,Consumer
C001133,Northeast,2026-04-17,Email,Small Business
C001134,West,2025-08-11,Organic Search,Consumer
C001135,West,2025-05-05,Organic Search,Consumer
C001136,Midwest,2025-12-15,Email,Consumer
C001137,West,2025-05-03,Organic Search,Small Business
C001138,Northeast,2025-12-19,Organic Search,Premium
C001139,Midwest,2025-08-01,Email,Consumer
C001140,Northeast,2026-05-20,Email,Consumer
C001141,Northeast,2026-01-04,Paid Search,Small Business
C001142,West,2026-03-19,Organic Search,Consumer
C001143,Midwest,2026-01-17,Referral,Consumer
C001144,West,2026-02-19,Referral,Consumer
C001145,Midwest,2026-04-16,Organic Search,Consumer
C001146,Midwest,2025-04-07,Email,Consumer
C001147,Midwest,2025-09-06,Referral,Premium
C001148,Northeast,2025-09-14,Paid Search,Consumer
C001149,Midwest,2025-12-07,Paid Search,Consumer
C001150,West,2026-06-06,Paid Social,Consumer
C001151,West,2025-01-20,Paid Social,Consumer
C001152,Midwest,2025-10-26,Email,Consumer
C001153,Midwest,2026-06-26,Paid Search,Premium
C001154,Northeast,2026-04-28,Paid Search,Premium
C001155,West,2026-06-23,Organic Search,Consumer
C001156,Northeast,2025-07-23,Paid Search,Consumer
C001157,West,2025-10-20,Organic Search,Consumer
C001158,Northeast,2025-06-09,Paid Search,Premium
C001159,Northeast,2025-10-14,Referral,Consumer
C001160,Northeast,2026-05-05,Organic Search,Consumer
C001161,West,2025-08-13,Paid Search,Consumer
C001162,West,2025-10-18,Paid Search,Consumer
C001163,Northeast,2025-11-09,Email,Small Business
C001164,West,2025-03-21,Organic Search,Consumer
C001165,West,2025-02-18,Paid Search,Consumer
C001166,Midwest,2026-06-27,Referral,Premium
C001167,West,2025-02-27,Organic Search,Consumer
C001168,West,2025-07-31,Email,Small Business
C001169,Midwest,2025-11-30,Paid Search,Consumer
C001170,,2025-10-29,Paid Social,Consumer
C001171,West,2025-06-29,Paid Social,Consumer
C001172,Northeast,2026-05-08,Paid Search,Small Business
C001173,Midwest,2025-10-22,Organic Search,Small Business
C001174,West,2026-06-02,Organic Search,Consumer
C001175,Northeast,2026-01-03,Paid Search,Consumer
C001176,West,2025-09-13,Email,Premium
C001177,Midwest,2025-11-22,Organic Search,Consumer
C001178,Northeast,2025-03-20,Paid Social,Consumer
C001179,Northeast,2025-08-24,Referral,Premium
C001180,Northeast,2025-11-11,Email,Consumer
C001181,West,2025-04-17,Paid Social,Consumer
C001182,West,2025-03-11,Organic Search,Consumer
C001183,Midwest,2026-01-15,Organic Search,Small Business
C001184,Northeast,2025-03-12,Referral,Consumer
C001185,Midwest,2025-11-08,Paid Search,Small Business
C001186,Midwest,2025-02-24,Organic Search,Consumer
C001187,West,2026-03-14,Paid Social,Consumer
C001188,West,2026-04-10,Paid Search,Consumer
C001189,West,2025-02-18,Organic Search,Consumer
C001190,Northeast,2025-01-28,Paid Search,Consumer
C001191,West,2025-05-27,Email,Consumer
C001192,Midwest,2026-06-06,Email,Consumer
C001193,West,2026-04-02,Paid Search,Consumer
C001194,West,2025-11-17,Paid Social,Small Business
C001195,West,2026-02-16,Referral,Consumer
C001196,Midwest,2025-11-06,Organic Search,Consumer
C001197,West,2026-05-17,Paid Social,Consumer
C001198,Midwest,2025-04-30,Organic Search,Consumer
C001199,Northeast,2025-03-25,Paid Search,Consumer
C001200,Northeast,2026-03-14,Referral,Consumer
C001201,Midwest,2026-05-22,Organic Search,Consumer
C001202,West,2025-03-29,Email,Small Business
C001203,,2026-06-01,Paid Social,Premium
C001204,West,2025-10-27,Referral,Consumer
C001205,West,2026-04-16,Organic Search,Consumer
C001206,West,2025-11-13,Paid Social,Consumer
C001207,Northeast,2025-10-30,Email,Consumer
C001208,Midwest,2025-08-19,,Small Business
C001209,Midwest,2026-04-26,Paid Social,Consumer
C001210,Northeast,2025-11-25,Organic Search,Consumer
C001211,West,2025-02-16,Paid Social,Consumer
C001212,West,2026-04-12,Referral,Small Business
C001213,Northeast,2025-12-16,Paid Social,Premium
C001214,Northeast,2026-03-14,Paid Search,Consumer
C001215,West,2026-01-31,Email,Consumer
C001216,Northeast,2025-09-05,Organic Search,Consumer
C001217,Northeast,2025-11-29,Paid Search,Consumer
C001218,Northeast,2025-05-27,Email,Consumer
C001219,Midwest,2026-06-10,Paid Social,Consumer
C001220,Midwest,2026-01-03,Referral,Premium
C001221,Midwest,2025-11-17,Organic Search,Consumer
C001222,Northeast,2025-12-13,Organic Search,Consumer
C001223,,2025-03-01,Organic Search,Consumer
C001224,West,2025-06-21,Paid Social,Consumer
C001225,Midwest,2025-11-16,Referral,Consumer
C001226,Northeast,2025-10-20,Paid Social,Consumer
C001227,Midwest,2025-06-21,Paid Search,Consumer
C001228,West,2025-10-07,Organic Search,Consumer
C001229,Midwest,2026-01-25,Paid Social,Consumer
C001230,West,2026-03-06,Organic Search,Consumer
C001231,West,2025-10-19,Referral,Consumer
C001232,Northeast,2026-06-13,Organic Search,Premium
C001233,Northeast,2026-01-09,Paid Search,Consumer
C001234,Midwest,2025-07-01,Paid Search,Consumer
C001235,Northeast,2026-05-05,Paid Search,Consumer
C001236,West,2026-03-31,Paid Search,Consumer
C001237,West,2025-08-20,Paid Social,Consumer
C001238,Midwest,2026-05-13,Paid Search,Premium
C001239,Northeast,2025-03-29,Organic Search,Consumer
C001240,Northeast,2026-02-05,Paid Search,Consumer
C001241,Midwest,2025-01-21,Organic Search,Consumer
C001242,West,2026-06-28,Organic Search,Consumer
C001243,West,2026-06-18,Organic Search,Consumer
C001244,West,2025-03-22,Paid Social,Consumer
C001245,Midwest,2025-05-16,Organic Search,Consumer
C001246,West,2025-11-10,Referral,Consumer
C001247,Midwest,2026-03-18,Referral,Consumer
C001248,Northeast,2025-10-14,Referral,Premium
C001249,,2025-09-01,Paid Search,Consumer
C001250,Midwest,2026-02-18,Referral,Consumer
C001251,Midwest,2026-05-01,,Consumer
C001252,West,2025-06-26,Paid Social,Small Business
C001253,Midwest,2025-04-01,Organic Search,Consumer
C001254,West,2025-09-21,Paid Social,Consumer
C001255,Midwest,2025-10-22,Email,Consumer
C001256,Northeast,2025-02-24,Referral,Premium
C001257,Midwest,2025-07-25,Paid Search,Consumer
C001258,Northeast,2025-04-16,Paid Search,Consumer
C001259,Midwest,2026-03-01,Organic Search,Small Business
C001260,West,2025-01-25,Organic Search,Small Business
C001261,Northeast,2026-06-23,Paid Search,Consumer
C001262,West,2026-01-13,Email,Small Business
C001263,West,2025-03-01,Organic Search,Consumer
C001264,West,2026-01-28,Paid Social,Consumer
C001265,Midwest,2026-06-24,Paid Social,Consumer
C001266,West,2025-08-19,Paid Search,Premium
C001267,Midwest,2025-09-08,Referral,Consumer
C001268,Midwest,2025-11-19,Email,Small Business
C001269,West,2026-01-22,Email,Small Business
C001270,Northeast,2025-12-02,Referral,Consumer
C001271,Northeast,2025-10-04,Organic Search,Consumer
C001272,Midwest,2026-05-13,Paid Search,Consumer
C001273,Northeast,2025-12-30,Organic Search,Consumer
C001274,Northeast,2025-11-14,Referral,Consumer
C001275,Northeast,2025-07-29,Referral,Small Business
C001276,Northeast,2026-06-05,Referral,Consumer
C001277,Midwest,2025-05-02,Paid Social,Consumer
C001278,Northeast,2026-05-23,Referral,Consumer
C001279,West,2025-06-07,Organic Search,Small Business
C001280,Midwest,2026-03-09,Organic Search,Consumer
C001281,West,2025-12-28,Referral,Consumer
C001282,Northeast,2026-04-28,Paid Search,Small Business
C001283,Midwest,2026-04-12,Email,Consumer
C001284,Northeast,2025-03-31,Organic Search,Small Business
C001285,West,2025-11-11,Email,Small Business
C001286,Northeast,2025-01-27,Paid Search,Consumer
C001287,West,2025-01-05,Email,Small Business
C001288,West,2025-09-06,Organic Search,Consumer
C001289,West,2025-11-01,Email,Consumer
C001290,West,2026-01-07,Organic Search,Consumer
C001291,Midwest,2025-06-14,Paid Social,Consumer
C001292,Midwest,2026-01-15,Organic Search,Consumer
C001293,West,2026-06-13,Organic Search,Consumer
C001294,West,2025-06-20,Referral,Small Business
C001295,Midwest,2026-03-24,Paid Search,Consumer
C001296,Midwest,2025-09-10,Referral,Consumer
C001297,Northeast,2025-06-14,Email,Consumer
C001298,,2025-09-24,Paid Search,Premium
C001299,West,2025-10-25,Paid Social,Consumer
C001300,Northeast,2025-06-08,Organic Search,Consumer
C001301,Midwest,2025-02-13,Referral,Consumer
C001302,Midwest,2026-03-17,Organic Search,Premium
C001303,West,2025-05-13,Paid Search,Consumer
C001304,West,2025-01-16,Organic Search,Consumer
C001305,West,2026-06-14,Paid Social,Consumer
C001306,West,2025-07-09,Email,Consumer
C001307,West,2025-03-04,Paid Social,Consumer
C001308,Northeast,2025-02-12,Email,Consumer
C001309,Northeast,2025-10-14,Paid Search,Consumer
C001310,Northeast,2025-04-20,Paid Search,Small Business
C001311,Northeast,2026-05-19,Referral,Small Business
C001312,Northeast,2025-09-20,Email,Consumer
C001313,Midwest,2025-04-13,Paid Search,Consumer
C001314,Northeast,2025-09-13,Referral,Consumer
C001315,West,2026-01-10,Paid Social,Small Business
C001316,Midwest,2025-10-04,Email,Consumer
C001317,Midwest,2025-02-01,Referral,Consumer
C001318,Northeast,2025-11-03,Paid Search,Small Business
C001319,West,2026-05-18,Organic Search,Consumer
C001320,Northeast,2025-01-24,Organic Search,Consumer
C001321,West,2025-12-05,Paid Social,Consumer
C001322,Midwest,2026-01-01,Organic Search,Consumer
C001323,Northeast,2025-01-14,Paid Search,Consumer
C001324,Midwest,2026-06-23,Paid Social,Consumer
C001325,West,2025-03-11,Paid Social,Small Business
C001326,Northeast,2025-05-19,Email,Consumer
C001327,Midwest,2026-02-20,Referral,Consumer
C001328,West,2026-01-18,Paid Social,Consumer
C001329,Northeast,2025-07-30,Paid Social,Consumer
C001330,Northeast,2025-03-28,Organic Search,Consumer
C001331,Midwest,2025-02-23,Paid Social,Small Business
C001332,Northeast,2025-04-01,Email,Consumer
C001333,West,2025-11-16,Paid Social,Consumer
C001334,West,2025-06-11,Email,Small Business
C001335,Northeast,2025-01-05,Paid Social,Consumer
C001336,Northeast,2026-02-05,Paid Social,Consumer
C001337,West,2026-06-06,Organic Search,Consumer
C001338,Northeast,2025-09-24,Organic Search,Consumer
C001339,West,2026-03-23,Referral,Consumer
C001340,West,2025-06-27,Organic Search,Consumer
C001341,West,2026-02-15,Email,Consumer
C001342,West,2025-09-07,Referral,Consumer
C001343,Midwest,2025-03-31,Email,Consumer
C001344,West,2026-04-27,Paid Search,Consumer
C001345,Midwest,2025-02-02,Paid Social,Consumer
C001346,Northeast,2025-05-28,Organic Search,Small Business
C001347,Midwest,2026-02-16,Email,Consumer
C001348,West,2025-01-16,Organic Search,Consumer
C001349,Northeast,2025-04-09,Email,Consumer
C001350,Midwest,2025-01-17,Paid Social,Consumer
C001351,Northeast,2025-02-25,Email,Consumer
C001352,West,2026-02-13,Email,Small Business
C001353,West,2025-02-11,Paid Social,Small Business
C001354,West,2025-11-11,Paid Search,Premium
C001355,Northeast,2026-05-23,Organic Search,Consumer
C001356,Midwest,2026-01-20,Email,Small Business
C001357,West,2025-07-26,Referral,Consumer
C001358,Midwest,2026-02-04,Organic Search,Consumer
C001359,Midwest,2025-10-29,Paid Social,Consumer
C001360,West,2025-08-28,Email,Small Business
C001361,Northeast,2025-08-15,Paid Search,Consumer
C001362,West,2026-01-04,Organic Search,Consumer
C001363,Northeast,2025-03-06,Organic Search,Small Business
C001364,Midwest,2025-09-23,Organic Search,Consumer
C001365,West,2025-08-13,Paid Search,Consumer
C001366,Northeast,2025-07-15,Referral,Consumer
C001367,West,2025-07-01,Organic Search,Consumer
C001368,Midwest,2026-03-06,Referral,Consumer
C001369,West,2025-08-11,Referral,Consumer
C001370,Midwest,2025-10-08,Paid Search,Consumer
C001371,West,2025-08-17,Paid Search,Consumer
C001372,Northeast,2026-04-03,Referral,Small Business
C001373,West,2025-12-17,Organic Search,Consumer
C001374,Midwest,2025-10-22,Organic Search,Consumer
C001375,Midwest,2025-11-28,Email,Consumer
C001376,Midwest,2025-07-13,Email,Small Business
C001377,West,2025-12-01,Referral,Small Business
C001378,Northeast,2025-05-03,Paid Social,Consumer
C001379,Midwest,2026-02-06,Organic Search,Small Business
C001380,West,2025-05-14,Referral,Premium
C001381,West,2025-04-08,Paid Social,Small Business
C001382,Northeast,2026-04-10,Paid Social,Consumer
C001383,Midwest,2026-06-20,Paid Social,Small Business
C001384,Midwest,2025-02-05,Referral,Consumer
C001385,West,2025-07-05,Referral,Small Business
C001386,Northeast,2025-09-17,Organic Search,Consumer
C001387,,2025-10-29,Paid Social,Consumer
C001388,Midwest,2026-02-19,Referral,Consumer
C001389,West,2025-10-29,Email,Small Business
C001390,Midwest,2025-12-16,Email,Small Business
C001391,Northeast,2025-09-06,Email,Small Business
C001392,Northeast,2025-01-11,Email,Small Business
C001393,Midwest,2025-02-11,Referral,Consumer
C001394,Northeast,2025-05-28,Paid Social,Consumer
C001395,West,2025-01-20,Paid Search,Consumer
C001396,West,2025-10-03,Organic Search,Consumer
C001397,Midwest,2026-06-16,Email,Consumer
C001398,West,2026-06-12,Paid Search,Small Business
C001399,Northeast,2026-04-25,Paid Search,Consumer
C001400,West,2025-03-02,Email,Consumer
C001401,West,2026-06-25,Paid Social,Consumer
C001402,West,2025-07-28,Paid Search,Consumer
C001403,Northeast,2025-02-15,Referral,Consumer
C001404,Midwest,2026-04-26,Paid Search,Consumer
C001405,West,2025-06-07,Paid Search,Consumer
C001406,Midwest,2025-02-15,Paid Social,Consumer
C001407,Northeast,2026-06-19,Organic Search,Premium
C001408,West,2025-03-27,Email,Consumer
C001409,Midwest,2025-09-11,Paid Search,Small Business
C001410,Northeast,2025-01-28,Paid Search,Consumer
C001411,Midwest,2025-04-23,Paid Search,Consumer
C001412,West,2026-05-27,Paid Search,Small Business
C001413,West,2026-04-19,Paid Search,Consumer
C001414,Midwest,2025-12-15,Organic Search,Consumer
C001415,Northeast,2025-05-31,Referral,Consumer
C001416,West,2025-07-16,Organic Search,Small Business
C001417,West,2026-01-18,Email,Consumer
C001418,West,2026-01-18,Paid Social,Small Business
C001419,Northeast,2025-10-14,Paid Social,Consumer
C001420,Northeast,2025-09-08,Organic Search,Consumer
C001421,West,2025-11-15,Organic Search,Consumer
C001422,Northeast,2025-05-22,Organic Search,Consumer
C001423,West,2025-03-19,Paid Social,Consumer
C001424,West,2026-03-21,Organic Search,Consumer
C001425,Northeast,2025-12-11,Organic Search,Consumer
C001426,Midwest,2025-03-22,Organic Search,Consumer
C001427,Midwest,2026-01-07,Paid Social,Consumer
C001428,West,2025-12-04,Organic Search,Premium
C001429,West,2025-07-15,Paid Search,Consumer
C001430,West,2026-06-19,Email,Small Business
C001431,Northeast,2025-05-05,Organic Search,Consumer
C001432,Northeast,2025-10-10,Paid Search,Small Business
C001433,Northeast,2025-01-18,Paid Search,Consumer
C001434,Northeast,2025-10-27,Email,Small Business
C001435,Midwest,2025-11-23,Email,Consumer
C001436,West,2025-12-01,Organic Search,Consumer
C001437,West,2025-10-12,Paid Search,Consumer
C001438,West,2025-05-05,Paid Search,Consumer
C001439,Midwest,2026-04-20,Paid Social,Consumer
C001440,West,2025-02-21,Organic Search,Consumer
C001441,West,2025-10-29,Referral,Consumer
C001442,Northeast,2025-06-06,Paid Social,Consumer
C001443,West,2026-06-28,Organic Search,Small Business
C001444,West,2025-11-03,Organic Search,Small Business
C001445,Midwest,2026-04-13,Email,Premium
C001446,Midwest,2025-12-23,Paid Social,Consumer
C001447,West,2025-02-24,Paid Search,Consumer
C001448,West,2025-10-14,Organic Search,Consumer
C001449,Northeast,2025-09-27,Organic Search,Consumer
C001450,Midwest,2025-10-05,Organic Search,Consumer
C001451,West,2025-04-13,Email,Consumer
C001452,West,2025-04-09,Organic Search,Consumer
C001453,Northeast,2025-08-17,Paid Search,Consumer
C001454,West,2025-09-07,Paid Search,Consumer
C001455,West,2025-02-23,Paid Search,Consumer
C001456,Midwest,2026-03-12,Paid Social,Small Business
C001457,Midwest,2025-01-13,Paid Social,Consumer
C001458,West,2025-09-18,Paid Social,Consumer
C001459,Midwest,2025-08-22,Paid Social,Small Business
C001460,Midwest,2025-09-28,Organic Search,Small Business
C001461,Northeast,2026-01-08,Referral,Consumer
C001462,West,2026-03-25,Referral,Small Business
C001463,Northeast,2025-05-05,Referral,Consumer
C001464,Midwest,2025-03-12,Paid Search,Consumer
C001465,West,2026-04-27,Email,Consumer
C001466,West,2025-11-12,Organic Search,Consumer
C001467,Northeast,2025-03-17,Organic Search,Consumer
C001468,West,2026-03-23,Paid Search,Consumer
C001469,West,2025-11-28,Email,Consumer
C001470,West,2025-06-20,Paid Search,Small Business
C001471,Midwest,2025-03-18,Organic Search,Small Business
C001472,Midwest,2025-07-06,Organic Search,Small Business
C001473,Midwest,2025-04-02,Organic Search,Consumer
C001474,Midwest,2025-12-26,Paid Social,Consumer
C001475,Northeast,2025-06-19,Email,Consumer
C001476,Midwest,2025-09-22,Email,Small Business
C001477,Northeast,2025-07-17,Referral,Consumer
C001478,Northeast,2025-11-06,Paid Social,Consumer
C001479,Northeast,2026-01-14,Paid Social,Consumer
C001480,Northeast,2025-07-28,Referral,Consumer
C001481,Midwest,2025-01-16,Paid Search,Consumer
C001482,Midwest,2026-03-04,Paid Social,Consumer
C001483,West,2026-02-14,Paid Search,Consumer
C001484,Northeast,2025-08-25,Organic Search,Small Business
C001485,Northeast,2025-03-05,Organic Search,Consumer
C001486,Northeast,2025-06-02,Paid Social,Consumer
C001487,Midwest,2025-01-13,Paid Social,Consumer
C001488,Midwest,2026-04-18,Organic Search,Small Business
C001489,Northeast,2025-09-10,Organic Search,Consumer
C001490,Midwest,2025-05-28,Email,Consumer
C001491,Midwest,2026-01-25,Email,Consumer
C001492,Midwest,2025-02-19,Email,Consumer
C001493,West,2025-07-05,Paid Search,Consumer
C001494,Midwest,2025-09-21,Paid Social,Consumer
C001495,Midwest,2025-04-08,Paid Social,Small Business
C001496,Midwest,2025-12-16,Referral,Consumer
C001497,West,2025-11-07,Email,Small Business
C001498,West,2025-01-19,Paid Search,Consumer
C001499,Northeast,2025-05-18,Organic Search,Premium
C001500,West,2025-10-03,Paid Search,Small Business
C001501,Northeast,2025-11-13,,Consumer
C001502,Northeast,2025-06-25,Organic Search,Consumer
C001503,Midwest,2025-05-18,Paid Search,Consumer
C001504,Midwest,2026-05-15,Organic Search,Consumer
C001505,Northeast,2025-04-16,Paid Search,Consumer
C001506,Midwest,2026-02-02,Email,Small Business
C001507,Northeast,2025-09-02,Email,Consumer
C001508,Midwest,2026-03-07,Paid Search,Consumer
C001509,Northeast,2025-09-13,Organic Search,Consumer
C001510,West,2026-05-30,Organic Search,Small Business
C001511,Midwest,2026-06-15,Paid Search,Consumer
C001512,Midwest,2025-01-15,Organic Search,Small Business
C001513,Northeast,2025-02-19,Referral,Consumer
C001514,Midwest,2026-01-10,Paid Social,Consumer
C001515,West,2026-02-16,Paid Social,Consumer
C001516,West,2025-03-26,Paid Social,Small Business
C001517,Northeast,2025-01-21,Paid Social,Consumer
C001518,West,2026-06-12,Referral,Consumer
C001519,Northeast,2025-03-29,Referral,Consumer
C001520,West,2025-05-21,Referral,Consumer
C001521,Midwest,2025-05-09,Referral,Consumer
C001522,Northeast,2025-05-11,Organic Search,Small Business
C001523,Northeast,2026-07-15,Referral,Consumer
C001524,West,2025-05-16,Paid Social,Consumer
C001525,West,2026-02-02,Referral,Small Business
C001526,West,2025-05-05,Email,Consumer
C001527,West,2026-06-24,Organic Search,Consumer
C001528,Midwest,2026-06-23,Organic Search,Consumer
C001529,,2025-06-16,Organic Search,Consumer
C001530,Midwest,2025-01-14,Email,Consumer
C001531,West,2025-03-10,Organic Search,Consumer
C001532,Midwest,2025-07-01,Paid Social,Consumer
C001533,Midwest,2025-08-25,Paid Search,Consumer
C001534,West,2025-12-14,Paid Search,Consumer
C001535,Northeast,2026-03-31,Paid Social,Consumer
C001536,West,2026-06-09,Paid Search,Consumer
C001537,West,2025-07-21,Paid Search,Consumer
C001538,Midwest,2025-05-27,Organic Search,Premium
C001539,Midwest,2026-02-25,Email,Consumer
C001540,West,2025-11-01,Email,Small Business
C001541,Northeast,2025-11-30,Paid Social,Consumer
C001542,Northeast,2025-11-11,Organic Search,Consumer
C001543,West,2026-03-30,Organic Search,Consumer
C001544,Midwest,2025-02-13,Organic Search,Premium
C001545,West,2026-05-03,Email,Consumer
C001546,West,2025-02-21,Organic Search,Consumer
C001547,West,2025-10-25,Paid Social,Consumer
C001548,Midwest,2025-09-15,Organic Search,Consumer
C001549,Midwest,2025-08-17,Paid Search,Consumer
C001550,Northeast,2025-03-13,Paid Search,Consumer
C001551,West,2025-11-10,Email,Consumer
C001552,West,2025-08-30,Paid Search,Consumer
C001553,Midwest,2026-04-23,Referral,Consumer
C001554,Northeast,2025-07-09,Paid Search,Consumer
C001555,West,2025-02-24,Organic Search,Consumer
C001556,Northeast,2025-05-16,Paid Search,Consumer
C001557,Northeast,2025-04-07,Email,Premium
C001558,Midwest,2025-02-12,Paid Social,Consumer
C001559,,2026-04-04,Paid Search,Consumer
C001560,Midwest,2025-11-10,Paid Search,Consumer
C001561,Midwest,2026-02-01,Paid Social,Consumer
C001562,West,2026-03-24,Organic Search,Consumer
C001563,Midwest,2026-03-12,Email,Consumer
C001564,Northeast,2025-05-18,Paid Social,Consumer
C001565,Northeast,2026-05-16,Email,Consumer
C001566,Midwest,2026-03-11,Email,Small Business
C001567,Midwest,2025-08-25,Referral,Consumer
C001568,Northeast,2025-03-28,Organic Search,Consumer
C001569,Northeast,2025-01-26,Referral,Consumer
C001570,Northeast,2025-12-25,Paid Search,Consumer
C001571,Midwest,2025-10-12,Organic Search,Small Business
C001572,West,2025-12-11,Organic Search,Consumer
C001573,West,2025-11-28,Email,Consumer
C001574,Midwest,2025-07-16,Paid Search,Consumer
C001575,Northeast,2025-12-05,Paid Social,Consumer
C001576,West,2026-03-27,Paid Search,Consumer
C001577,Northeast,2025-07-31,Organic Search,Consumer
C001578,West,2025-10-02,Organic Search,Consumer
C001579,Northeast,2026-06-05,Paid Search,Small Business
C001580,Midwest,2025-02-18,Email,Consumer
C001581,Midwest,2026-06-23,Paid Search,Small Business
C001582,Northeast,2025-09-25,Organic Search,Consumer
C001583,Midwest,2026-05-12,Paid Search,Consumer
C001584,West,2025-06-08,Organic Search,Consumer
C001585,West,2026-03-01,Paid Search,Consumer
C001586,West,2025-09-29,Organic Search,Consumer
C001587,Midwest,2025-10-13,Referral,Small Business
C001588,Midwest,2025-08-07,Email,Consumer
C001589,Northeast,2026-06-27,Paid Search,Consumer
C001590,Midwest,2026-05-19,Paid Social,Consumer
C001591,West,2025-06-25,Paid Social,Small Business
C001592,Midwest,2025-12-15,Referral,Small Business
C001593,West,2026-03-12,Paid Search,Consumer
C001594,Midwest,2025-04-18,Paid Search,Consumer
C001595,West,2025-03-04,Organic Search,Consumer
C001596,Midwest,2025-01-02,Email,Consumer
C001597,West,2025-06-07,Referral,Small Business
C001598,Northeast,2026-02-20,Paid Social,Consumer
C001599,Northeast,2026-02-12,Organic Search,Consumer
C001600,Northeast,2026-05-17,Paid Search,Small Business
C001601,Midwest,2025-04-02,Paid Social,Consumer
C001602,West,2026-02-05,Paid Search,Consumer
C001603,West,2025-10-20,Paid Search,Small Business
C001604,West,2025-02-26,Organic Search,Consumer
C001605,West,2025-07-08,Email,Consumer
C001606,West,2026-02-07,Paid Search,Small Business
C001607,West,2025-09-05,Email,Consumer
C001608,Northeast,2025-05-27,Paid Search,Consumer
C001609,Northeast,2025-08-10,Organic Search,Small Business
C001610,West,2025-06-13,Paid Social,Consumer
C001611,Northeast,2026-05-11,Paid Search,Consumer
C001612,West,2025-05-13,Paid Search,Consumer
C001613,West,2026-04-01,Paid Search,Consumer
C001614,Midwest,2025-04-11,Email,Consumer
C001615,Midwest,2025-07-09,Organic Search,Consumer
C001616,West,2025-06-21,Paid Search,Premium
C001617,Northeast,2025-04-18,Paid Search,Consumer
C001618,West,2025-12-25,Paid Social,Consumer
C001619,Northeast,2025-09-11,Paid Search,Premium
C001620,Midwest,2025-06-01,Email,Premium
C001621,Midwest,2025-12-30,Email,Consumer
C001622,Northeast,2025-05-27,Referral,Consumer
C001623,Northeast,2025-09-22,Organic Search,Consumer
C001624,Northeast,2025-02-20,Paid Search,Consumer
C001625,Northeast,2026-02-13,Referral,Consumer
C001626,Midwest,2025-09-19,Email,Consumer
C001627,West,2026-01-24,Organic Search,Consumer
C001628,,2025-03-13,Organic Search,Consumer
C001629,West,2026-05-09,Paid Social,Small Business
C001630,,2025-08-05,Paid Search,Small Business
C001631,West,2025-10-15,Email,Consumer
C001632,Midwest,2025-04-22,Organic Search,Consumer
C001633,Midwest,2025-02-22,Paid Search,Consumer
C001634,West,2025-12-25,Referral,Consumer
C001635,Midwest,2025-01-03,Paid Search,Small Business
C001636,West,2025-06-27,Email,Consumer
C001637,West,2025-01-16,Organic Search,Premium
C001638,Midwest,2025-05-14,Paid Search,Consumer
C001639,West,2025-06-21,Email,Premium
C001640,West,2025-09-16,Paid Search,Consumer
C001641,West,2025-06-23,Organic Search,Consumer
C001642,Midwest,2026-05-17,Organic Search,Consumer
C001643,West,2025-07-08,Paid Social,Small Business
C001644,West,2026-06-05,Paid Social,Premium
C001645,West,2026-02-21,Referral,Consumer
C001646,Midwest,2025-11-04,Organic Search,Consumer
C001647,West,2025-10-31,Paid Search,Small Business
C001648,West,2026-05-16,Organic Search,Consumer
C001649,West,2025-01-22,Paid Search,Consumer
C001650,West,2025-03-12,Email,Consumer
C001651,Northeast,2025-08-23,Paid Social,Consumer
C001652,Northeast,2026-03-05,Referral,Consumer
C001653,West,2025-02-28,Organic Search,Consumer
C001654,West,2025-06-28,Email,Consumer
C001655,Midwest,2026-01-22,Organic Search,Consumer
C001656,Northeast,2025-10-26,Organic Search,Consumer
C001657,West,2026-04-08,Referral,Consumer
C001658,West,2025-08-14,Paid Search,Consumer
C001659,West,2026-06-19,,Small Business
C001660,Northeast,2025-02-04,Organic Search,Consumer
C001661,West,2025-12-08,Referral,Premium
C001662,West,2025-07-27,Email,Consumer
C001663,West,2025-06-23,Paid Search,Consumer
C001664,West,2025-12-10,Referral,Consumer
C001665,Midwest,2025-10-11,Paid Search,Small Business
C001666,Midwest,2025-01-08,Paid Social,Consumer
C001667,West,2025-08-21,Email,Consumer
C001668,Northeast,2026-05-31,Paid Search,Small Business
C001669,Northeast,2025-04-25,Paid Search,Consumer
C001670,Midwest,2026-01-19,Paid Search,Consumer
C001671,Midwest,2025-09-30,Referral,Small Business
C001672,West,2026-01-24,Organic Search,Consumer
C001673,West,2025-10-15,Organic Search,Premium
C001674,West,2025-12-24,Organic Search,Consumer
C001675,Midwest,2025-12-10,Organic Search,Consumer
C001676,Midwest,2026-03-28,Referral,Consumer
C001677,Midwest,2025-12-12,Paid Social,Consumer
C001678,West,2025-07-12,Paid Social,Small Business
C001679,Midwest,2026-03-17,Organic Search,Consumer
C001680,West,2026-06-21,Organic Search,Consumer
C001681,Northeast,2025-02-24,Paid Search,Small Business
C001682,Northeast,2026-01-06,Paid Social,Small Business
C001683,Midwest,2025-07-17,Paid Social,Small Business
C001684,West,2025-10-28,Paid Social,Consumer
C001685,Midwest,2025-03-12,Paid Search,Consumer
C001686,Northeast,2025-05-09,Organic Search,Consumer
C001687,Midwest,2026-06-01,Paid Search,Consumer
