return_id,order_item_id,return_date,return_quantity,return_amount,return_reason
R0000938,OI00007988,2026-04-03,1,126.19,Changed Mind
R0000939,OI00008021,2026-04-14,1,81.98,Size or Fit
R0000940,OI00008026,2026-03-31,1,431.05,Damaged
R0000941,OI00008027,2026-04-24,1,162.43,Wrong Item
R0000942,OI00008040,2026-04-20,1,456.48,
R0000943,OI00008065,2026-03-28,1,123.67,
R0000944,OI00008066,2026-04-08,1,89.36,
R0000945,OI00008093,2026-04-11,1,55.12,Changed Mind
R0000946,OI00008095,2026-04-30,1,148.85,
R0000947,OI00008099,2026-04-27,1,126.91,Size or Fit
R0000948,OI00008100,2026-04-27,1,82.45,Changed Mind
R0000949,OI00008114,2026-04-06,1,129.29,Not as Described
R0000950,OI00008128,2026-04-20,1,810.29,Damaged
R0000951,OI00008135,2026-04-18,1,67.54,Changed Mind
R0000952,OI00008136,2026-04-29,1,100.51,Size or Fit
R0000953,OI00008149,2026-04-15,1,143.51,Size or Fit
R0000954,OI00008155,2026-04-01,1,80.13,Size or Fit
R0000955,OI00008170,2026-04-10,1,254.99,Size or Fit
R0000956,OI00008173,2026-04-02,1,122.08,Changed Mind
R0000957,OI00008181,2026-04-27,1,359.15,Changed Mind
R0000958,OI00008182,2026-04-21,1,79.69,Size or Fit
R0000959,OI00008191,2026-04-26,1,30.38,Damaged
R0000960,OI00008194,2026-04-25,1,92.96,Changed Mind
R0000961,OI00008202,2026-04-06,1,126.98,Size or Fit
R0000962,OI00008215,2026-04-29,1,672.97,Changed Mind
R0000963,OI00008218,2026-04-17,1,141.4,Changed Mind
R0000964,OI00008224,2026-04-16,1,90.42,Changed Mind
R0000965,OI00008226,2026-04-22,1,81.77,Damaged
R0000966,OI00008239,2026-04-14,1,110.98,
R0000967,OI00008240,2026-04-10,1,134.49,Changed Mind
R0000968,OI00008250,2026-04-29,1,13.58,Arrived Late
R0000969,OI00008257,2026-04-10,1,73.58,Damaged
R0000970,OI00008263,2026-04-15,1,102.17,Changed Mind
R0000971,OI00008270,2026-04-24,1,130.65,Arrived Late
R0000972,OI00008284,2026-03-30,2,475.58,Changed Mind
R0000973,OI00008290,2026-03-27,1,431.75,Damaged
R0000974,OI00008293,2026-04-09,2,231.49,Changed Mind
R0000975,OI00008298,2026-04-28,1,121.66,Changed Mind
R0000976,OI00008318,2026-04-23,1,14.33,Size or Fit
R0000977,OI00008321,2026-05-06,1,105.39,Not as Described
R0000978,OI00008324,2026-04-04,1,83.85,Changed Mind
R0000979,OI00008327,2026-05-05,1,186.44,Damaged
R0000980,OI00008341,2026-04-21,1,105.63,
R0000981,OI00008356,2026-04-06,1,124.55,Changed Mind
R0000982,OI00008374,2026-05-06,1,129.58,Wrong Item
R0000983,OI00008376,2026-04-04,1,768.11,Not as Described
R0000984,OI00008392,2026-04-12,1,134.6,Changed Mind
R0000985,OI00008395,2026-04-04,1,102.47,Size or Fit
R0000986,OI00008409,2026-04-09,1,123.53,
R0000987,OI00008427,2026-04-21,1,83.02,Changed Mind
R0000988,OI00008431,2026-05-07,2,655.36,Wrong Item
R0000989,OI00008437,2026-04-04,1,52.65,
R0000990,OI00008448,2026-04-05,1,326.15,Wrong Item
R0000991,OI00008451,2026-04-27,1,434.15,Size or Fit
R0000992,OI00008460,2026-04-09,1,410.56,
R0000993,OI00008474,2026-03-29,1,122.37,Size or Fit
R0000994,OI00008481,2026-04-28,1,145.19,Damaged
R0000995,OI00008484,2026-04-29,1,566.33,Size or Fit
R0000996,OI00008512,2026-04-03,1,110.23,
R0000997,OI00008517,2026-04-25,1,143.4,
R0000998,OI00008543,2026-04-09,1,79.38,Size or Fit
R0000999,OI00008564,2026-04-22,1,141.34,Damaged
R0001000,OI00008569,2026-05-03,1,31.33,
R0001001,OI00008587,2026-05-05,2,244.22,Changed Mind
R0001002,OI00008593,2026-05-02,1,51.74,Arrived Late
R0001003,OI00008604,2026-04-06,1,123.87,
R0001004,OI00008616,2026-04-18,1,51.73,Not as Described
R0001005,OI00008634,2026-04-16,1,780.33,Not as Described
R0001006,OI00008651,2026-04-30,1,618.56,Changed Mind
R0001007,OI00008660,2026-04-19,1,406.18,Arrived Late
R0001008,OI00008662,2026-05-01,1,111.02,Size or Fit
R0001009,OI00008668,2026-04-19,1,76.29,Size or Fit
R0001010,OI00008683,2026-04-09,1,279.66,Wrong Item
R0001011,OI00008689,2026-04-13,2,161.84,Size or Fit
R0001012,OI00008690,2026-04-26,1,265.08,
R0001013,OI00008694,2026-04-01,1,68.43,Changed Mind
R0001014,OI00008695,2026-04-11,1,163.61,Arrived Late
R0001015,OI00008698,2026-04-10,1,76.46,Size or Fit
R0001016,OI00008702,2026-04-28,1,622.73,Arrived Late
R0001017,OI00008704,2026-04-13,1,30.98,Wrong Item
R0001018,OI00008711,2026-05-04,1,104.5,
R0001019,OI00008725,2026-05-04,1,139.35,Changed Mind
R0001020,OI00008734,2026-04-30,1,137.01,Size or Fit
R0001021,OI00008739,2026-04-14,1,49.86,Changed Mind
R0001022,OI00008760,2026-04-01,1,271.37,Size or Fit
R0001023,OI00008763,2026-04-06,1,98.54,Damaged
R0001024,OI00008773,2026-04-09,2,281.96,Damaged
R0001025,OI00008782,2026-04-04,1,670.92,Size or Fit
R0001026,OI00008793,2026-04-26,1,140.67,Not as Described
R0001027,OI00008803,2026-04-02,1,127.64,Wrong Item
R0001028,OI00008820,2026-04-13,1,83.93,
R0001029,OI00008824,2026-04-21,1,59.87,Damaged
R0001030,OI00008825,2026-04-12,2,793.61,Arrived Late
R0001031,OI00008829,2026-04-07,1,336.82,Damaged
R0001032,OI00008849,2026-05-04,1,389.07,Changed Mind
R0001033,OI00008850,2026-04-29,1,164.39,Not as Described
R0001034,OI00008851,2026-05-10,1,479.68,Not as Described
R0001035,OI00008859,2026-04-02,1,157.5,
R0001036,OI00008861,2026-04-19,1,686.96,Changed Mind
R0001037,OI00008884,2026-05-02,1,112.61,Changed Mind
R0001038,OI00008885,2026-04-12,1,393.94,Changed Mind
R0001039,OI00008901,2026-05-06,1,111.46,Changed Mind
R0001040,OI00008924,2026-04-12,2,251.58,Size or Fit
R0001041,OI00008925,2026-04-14,1,143.9,Size or Fit
R0001042,OI00008930,2026-04-22,1,163.63,Changed Mind
R0001043,OI00008943,2026-04-07,1,100.45,Damaged
R0001044,OI00008957,2026-04-03,1,80.37,
R0001045,OI00008973,2026-04-20,1,362.94,Changed Mind
R0001046,OI00008975,2026-04-10,3,411.0,Not as Described
R0001047,OI00008976,2026-04-04,1,102.2,Arrived Late
R0001048,OI00008990,2026-04-29,1,383.77,Changed Mind
R0001049,OI00009011,2026-04-30,1,372.18,Not as Described
R0001050,OI00009014,2026-05-04,1,340.2,Wrong Item
R0001051,OI00009019,2026-04-10,1,346.1,Changed Mind
R0001052,OI00009020,2026-05-06,1,628.88,
R0001053,OI00009029,2026-04-14,1,79.83,Size or Fit
R0001054,OI00009033,2026-04-17,1,121.19,
R0001055,OI00009035,2026-04-04,1,82.14,Size or Fit
R0001056,OI00009036,2026-04-20,1,400.96,Not as Described
R0001057,OI00009044,2026-04-28,1,80.91,Damaged
R0001058,OI00009073,2026-04-08,1,111.46,Damaged
R0001059,OI00009083,2026-05-02,1,143.29,Size or Fit
R0001060,OI00009096,2026-05-03,1,673.37,Wrong Item
R0001061,OI00009100,2026-04-04,1,135.48,Size or Fit
R0001062,OI00009105,2026-05-14,1,123.81,
R0001063,OI00009122,2026-04-20,1,366.4,Arrived Late
R0001064,OI00009132,2026-05-10,1,428.13,Changed Mind
R0001065,OI00009141,2026-04-22,1,323.09,
R0001066,OI00009161,2026-04-26,1,134.04,Size or Fit
R0001067,OI00009162,2026-04-25,1,138.11,Size or Fit
R0001068,OI00009166,2026-05-04,1,106.7,Damaged
R0001069,OI00009186,2026-04-27,1,148.21,Damaged
R0001070,OI00009189,2026-04-19,1,68.65,Changed Mind
R0001071,OI00009197,2026-05-10,1,144.8,Arrived Late
R0001072,OI00009201,2026-04-19,1,132.69,Wrong Item
R0001073,OI00009212,2026-04-22,1,126.68,Changed Mind
R0001074,OI00009216,2026-05-07,1,117.9,Changed Mind
R0001075,OI00009232,2026-04-18,1,275.11,
R0001076,OI00009233,2026-04-29,1,485.04,Size or Fit
R0001077,OI00009247,2026-05-10,1,78.24,Size or Fit
R0001078,OI00009248,2026-04-08,1,76.3,Arrived Late
R0001079,OI00009257,2026-04-24,1,31.56,
R0001080,OI00009259,2026-04-09,1,148.21,Size or Fit
R0001081,OI00009263,2026-05-07,1,144.78,Changed Mind
R0001082,OI00009265,2026-04-23,1,124.9,Size or Fit
R0001083,OI00009270,2026-04-18,2,1205.04,Changed Mind
R0001084,OI00009284,2026-04-22,1,376.28,Damaged
R0001085,OI00009289,2026-04-20,1,106.01,Wrong Item
R0001086,OI00009299,2026-04-23,2,755.46,
R0001087,OI00009310,2026-05-15,1,27.03,Arrived Late
R0001088,OI00009322,2026-04-17,1,660.77,Changed Mind
R0001089,OI00009334,2026-04-25,1,83.76,
R0001090,OI00009340,2026-05-07,1,148.52,Size or Fit
R0001091,OI00009345,2026-04-21,1,642.32,Arrived Late
R0001092,OI00009361,2026-05-13,1,99.01,Wrong Item
R0001093,OI00009365,2026-05-02,1,64.98,Not as Described
R0001094,OI00009368,2026-05-06,1,196.33,Changed Mind
R0001095,OI00009392,2026-04-27,1,413.84,Wrong Item
R0001096,OI00009395,2026-04-11,1,127.58,Size or Fit
R0001097,OI00009405,2026-05-03,1,73.13,Wrong Item
R0001098,OI00009407,2026-05-15,1,103.08,Not as Described
R0001099,OI00009417,2026-05-03,1,582.55,Changed Mind
R0001100,OI00009429,2026-04-19,1,93.59,Damaged
R0001101,OI00009430,2026-04-20,1,17.97,Wrong Item
R0001102,OI00009433,2026-04-21,1,244.35,Size or Fit
R0001103,OI00009441,2026-04-09,1,83.02,Arrived Late
R0001104,OI00009446,2026-04-22,1,333.6,Not as Described
R0001105,OI00009448,2026-04-12,1,53.41,Not as Described
R0001106,OI00009480,2026-05-16,1,123.64,
R0001107,OI00009481,2026-05-11,1,80.48,Size or Fit
R0001108,OI00009508,2026-05-08,1,197.27,Not as Described
R0001109,OI00009516,2026-04-23,1,419.45,Changed Mind
R0001110,OI00009518,2026-04-25,1,63.07,Damaged
R0001111,OI00009536,2026-05-18,1,67.15,
R0001112,OI00009541,2026-05-06,1,114.82,Damaged
R0001113,OI00009543,2026-04-16,1,316.17,Damaged
R0001114,OI00009568,2026-04-13,1,54.34,Not as Described
R0001115,OI00009570,2026-04-29,1,110.32,
R0001116,OI00009572,2026-05-05,1,116.57,Changed Mind
R0001117,OI00009575,2026-05-17,1,62.92,
R0001118,OI00009609,2026-05-10,1,74.99,
R0001119,OI00009633,2026-05-03,1,148.27,Wrong Item
R0001120,OI00009635,2026-05-06,1,143.33,Size or Fit
R0001121,OI00009643,2026-04-17,1,138.95,Changed Mind
R0001122,OI00009647,2026-05-18,1,551.75,Changed Mind
R0001123,OI00009671,2026-05-01,1,127.65,Not as Described
R0001124,OI00009672,2026-04-19,1,445.87,
R0001125,OI00009675,2026-05-04,1,119.66,Not as Described
R0001126,OI00009679,2026-04-25,1,535.37,Damaged
R0001127,OI00009680,2026-04-22,1,153.95,
R0001128,OI00009682,2026-04-24,1,152.74,Size or Fit
R0001129,OI00009685,2026-05-07,1,405.55,Damaged
R0001130,OI00009687,2026-05-17,1,80.34,Wrong Item
R0001131,OI00009691,2026-05-12,1,82.65,
R0001132,OI00009692,2026-04-23,1,144.03,
R0001133,OI00009696,2026-05-14,1,662.8,Changed Mind
R0001134,OI00009697,2026-05-19,1,538.99,Arrived Late
R0001135,OI00009699,2026-04-11,1,55.46,Arrived Late
R0001136,OI00009702,2026-05-12,1,356.46,Arrived Late
R0001137,OI00009706,2026-04-09,1,127.33,Changed Mind
R0001138,OI00009707,2026-04-30,1,60.6,Size or Fit
R0001139,OI00009708,2026-04-13,1,120.82,Size or Fit
R0001140,OI00009726,2026-04-19,1,120.28,Damaged
R0001141,OI00009733,2026-04-28,1,235.68,Arrived Late
R0001142,OI00009747,2026-04-17,1,69.58,Arrived Late
R0001143,OI00009748,2026-05-14,1,420.24,Not as Described
R0001144,OI00009769,2026-04-14,1,376.68,Not as Described
R0001145,OI00009802,2026-05-11,1,428.19,Size or Fit
R0001146,OI00009805,2026-04-19,1,577.52,Changed Mind
R0001147,OI00009810,2026-04-12,1,42.65,Changed Mind
R0001148,OI00009816,2026-05-19,1,352.4,Arrived Late
R0001149,OI00009818,2026-05-02,1,145.49,
R0001150,OI00009842,2026-05-11,1,124.05,Not as Described
R0001151,OI00009864,2026-04-25,1,111.19,Damaged
R0001152,OI00009871,2026-04-11,1,150.78,Size or Fit
R0001153,OI00009874,2026-04-22,1,74.47,Changed Mind
R0001154,OI00009887,2026-04-29,1,146.5,Size or Fit
R0001155,OI00009889,2026-04-20,1,375.22,Damaged
R0001156,OI00009898,2026-05-10,1,159.44,Wrong Item
R0001157,OI00009914,2026-04-23,1,270.12,Changed Mind
R0001158,OI00009928,2026-04-18,1,144.17,Changed Mind
R0001159,OI00009948,2026-05-05,1,811.64,Size or Fit
R0001160,OI00009955,2026-05-19,1,66.19,Damaged
R0001161,OI00009964,2026-05-05,1,55.3,
R0001162,OI00009992,2026-05-19,2,227.6,Wrong Item
R0001163,OI00009997,2026-04-29,1,271.58,Size or Fit
R0001164,OI00010003,2026-04-15,1,66.41,Arrived Late
R0001165,OI00010021,2026-04-29,1,153.35,Size or Fit
R0001166,OI00010022,2026-05-01,2,60.42,Size or Fit
R0001167,OI00010037,2026-04-19,1,319.1,Changed Mind
R0001168,OI00010041,2026-04-22,1,397.87,Changed Mind
R0001169,OI00010045,2026-04-13,1,108.01,
R0001170,OI00010062,2026-05-02,1,685.3,Damaged
R0001171,OI00010080,2026-05-12,1,571.37,
R0001172,OI00010084,2026-05-05,1,64.06,Size or Fit
R0001173,OI00010110,2026-04-30,1,63.29,Size or Fit
R0001174,OI00010129,2026-05-09,1,144.25,Size or Fit
R0001175,OI00010135,2026-04-28,1,19.34,Size or Fit
R0001176,OI00010151,2026-05-07,1,79.48,Size or Fit
R0001177,OI00010176,2026-04-15,1,134.39,Not as Described
R0001178,OI00010177,2026-04-27,1,662.77,Wrong Item
R0001179,OI00010231,2026-05-12,1,76.71,Changed Mind
R0001180,OI00010237,2026-05-04,1,79.99,Arrived Late
R0001181,OI00010240,2026-05-12,1,79.96,Not as Described
R0001182,OI00010248,2026-04-28,1,807.63,Damaged
R0001183,OI00010252,2026-05-01,1,459.93,Size or Fit
R0001184,OI00010255,2026-05-02,1,23.91,Not as Described
R0001185,OI00010265,2026-05-20,1,472.06,
R0001186,OI00010275,2026-05-10,1,471.9,Changed Mind
R0001187,OI00010313,2026-04-22,1,84.6,Changed Mind
R0001188,OI00010329,2026-04-27,1,114.72,Damaged
R0001189,OI00010332,2026-05-04,1,143.65,Not as Described
R0001190,OI00010353,2026-05-24,1,317.79,Wrong Item
R0001191,OI00010362,2026-05-03,1,153.93,
R0001192,OI00010363,2026-04-17,1,120.62,Changed Mind
R0001193,OI00010377,2026-04-27,1,27.66,Size or Fit
R0001194,OI00010383,2026-05-24,1,131.94,
R0001195,OI00010390,2026-04-25,2,593.98,Size or Fit
R0001196,OI00010398,2026-05-15,1,346.03,Not as Described
R0001197,OI00010399,2026-05-19,1,81.69,Changed Mind
R0001198,OI00010413,2026-05-23,1,19.26,
R0001199,OI00010421,2026-05-24,1,104.08,Size or Fit
R0001200,OI00010439,2026-05-14,2,237.68,Wrong Item
R0001201,OI00010440,2026-04-24,1,276.26,Damaged
R0001202,OI00010442,2026-05-23,1,100.92,Size or Fit
R0001203,OI00010451,2026-05-09,2,301.62,Changed Mind
R0001204,OI00010452,2026-04-27,1,606.77,Wrong Item
R0001205,OI00010454,2026-04-21,2,298.55,Size or Fit
R0001206,OI00010461,2026-05-21,1,415.91,Damaged
R0001207,OI00010462,2026-05-01,1,145.35,Damaged
R0001208,OI00010469,2026-04-27,2,125.78,Size or Fit
R0001209,OI00010479,2026-04-23,1,127.83,Size or Fit
R0001210,OI00010490,2026-04-19,1,67.07,Changed Mind
R0001211,OI00010508,2026-04-15,1,443.25,Changed Mind
R0001212,OI00010522,2026-05-08,1,145.19,Changed Mind
R0001213,OI00010526,2026-04-17,1,30.46,Size or Fit
R0001214,OI00010532,2026-04-18,1,28.27,Arrived Late
R0001215,OI00010533,2026-05-12,1,781.63,Changed Mind
R0001216,OI00010563,2026-05-01,1,147.96,Changed Mind
R0001217,OI00010577,2026-05-22,1,806.37,
R0001218,OI00010600,2026-04-17,1,51.9,Size or Fit
R0001219,OI00010606,2026-04-23,1,16.37,
R0001220,OI00010611,2026-05-13,1,132.19,Damaged
R0001221,OI00010662,2026-05-16,1,677.94,Wrong Item
R0001222,OI00010672,2026-05-02,1,138.7,Changed Mind
R0001223,OI00010680,2026-04-29,1,136.26,Wrong Item
R0001224,OI00010695,2026-04-27,1,79.92,
R0001225,OI00010700,2026-05-11,1,70.56,Changed Mind
R0001226,OI00010701,2026-05-23,1,78.79,Size or Fit
R0001227,OI00010714,2026-04-20,1,129.91,Wrong Item
R0001228,OI00010716,2026-05-09,1,249.63,Size or Fit
R0001229,OI00010721,2026-04-27,1,18.64,Damaged
R0001230,OI00010728,2026-05-04,1,81.3,Changed Mind
R0001231,OI00010737,2026-05-06,1,114.1,Arrived Late
R0001232,OI00010763,2026-05-04,1,60.02,Not as Described
R0001233,OI00010768,2026-04-29,1,543.26,Not as Described
R0001234,OI00010772,2026-05-03,1,518.36,Damaged
R0001235,OI00010779,2026-04-22,1,147.55,Changed Mind
R0001236,OI00010781,2026-05-08,1,144.38,Changed Mind
R0001237,OI00010784,2026-04-22,1,70.42,Changed Mind
R0001238,OI00010785,2026-05-11,1,224.52,Changed Mind
R0001239,OI00010799,2026-05-08,2,123.22,Arrived Late
R0001240,OI00010807,2026-05-16,1,161.29,Not as Described
R0001241,OI00010824,2026-05-21,1,75.39,Changed Mind
R0001242,OI00010831,2026-04-30,1,305.72,Not as Described
R0001243,OI00010854,2026-04-23,2,124.7,Size or Fit
R0001244,OI00010866,2026-05-10,1,108.44,
R0001245,OI00010872,2026-05-07,1,141.36,
R0001246,OI00010885,2026-05-09,1,124.04,Changed Mind
R0001247,OI00010889,2026-04-27,1,409.04,Not as Described
R0001248,OI00010893,2026-05-06,1,123.18,Wrong Item
R0001249,OI00010925,2026-05-16,1,68.75,Size or Fit
R0001250,OI00010931,2026-05-05,1,678.05,Changed Mind
R0001251,OI00010936,2026-05-24,1,82.23,Size or Fit
R0001252,OI00010937,2026-05-06,1,424.12,Damaged
R0001253,OI00010948,2026-04-19,1,114.08,Size or Fit
R0001254,OI00010954,2026-05-03,1,49.72,Arrived Late
R0001255,OI00010964,2026-05-07,1,162.98,Not as Described
R0001256,OI00010968,2026-05-11,1,132.52,Wrong Item
R0001257,OI00010970,2026-05-24,1,79.28,Size or Fit
R0001258,OI00010984,2026-04-20,1,262.85,Arrived Late
R0001259,OI00010990,2026-05-15,1,63.33,Wrong Item
R0001260,OI00010996,2026-05-24,2,165.66,Wrong Item
R0001261,OI00010997,2026-05-15,1,108.7,Wrong Item
R0001262,OI00011010,2026-04-25,1,87.03,
R0001263,OI00011013,2026-05-04,1,65.32,Damaged
R0001264,OI00011019,2026-04-28,1,122.5,Not as Described
R0001265,OI00011022,2026-04-19,1,102.26,Size or Fit
R0001266,OI00011026,2026-04-25,1,134.58,Damaged
R0001267,OI00011046,2026-04-28,1,144.0,Size or Fit
R0001268,OI00011047,2026-05-18,1,263.24,Size or Fit
R0001269,OI00011051,2026-05-06,2,320.6,Changed Mind
R0001270,OI00011053,2026-05-17,1,383.2,Size or Fit
R0001271,OI00011055,2026-05-09,1,89.9,Size or Fit
R0001272,OI00011058,2026-05-08,2,241.36,Damaged
R0001273,OI00011059,2026-05-14,1,121.9,Not as Described
R0001274,OI00011068,2026-05-04,1,125.48,Size or Fit
R0001275,OI00011088,2026-05-29,1,158.12,Not as Described
R0001276,OI00011089,2026-05-09,2,247.45,Size or Fit
R0001277,OI00011098,2026-05-26,1,262.93,
R0001278,OI00011100,2026-04-30,1,270.95,Size or Fit
R0001279,OI00011118,2026-05-14,1,543.56,Not as Described
R0001280,OI00011124,2026-05-20,1,73.67,Changed Mind
R0001281,OI00011164,2026-05-16,1,141.46,Size or Fit
R0001282,OI00011168,2026-05-13,1,43.4,
R0001283,OI00011169,2026-05-04,1,133.11,Size or Fit
R0001284,OI00011174,2026-05-09,1,125.34,Size or Fit
R0001285,OI00011192,2026-05-05,1,115.84,Changed Mind
R0001286,OI00011213,2026-05-11,1,110.91,Not as Described
R0001287,OI00011222,2026-05-27,1,140.4,Not as Described
R0001288,OI00011247,2026-05-23,1,58.6,Damaged
R0001289,OI00011263,2026-05-06,1,123.31,Wrong Item
R0001290,OI00011268,2026-04-28,2,455.94,Size or Fit
R0001291,OI00011271,2026-05-03,1,113.33,Damaged
R0001292,OI00011282,2026-05-17,1,65.05,Changed Mind
R0001293,OI00011305,2026-04-24,1,329.59,Arrived Late
R0001294,OI00011316,2026-05-29,1,124.9,
R0001295,OI00011319,2026-05-20,1,122.76,Size or Fit
R0001296,OI00011321,2026-05-30,1,125.69,Size or Fit
R0001297,OI00011322,2026-04-27,1,62.48,Changed Mind
R0001298,OI00011324,2026-05-25,1,68.02,Size or Fit
R0001299,OI00011327,2026-05-17,1,105.92,Arrived Late
R0001300,OI00011329,2026-05-19,1,146.87,Changed Mind
R0001301,OI00011330,2026-05-23,1,75.33,Changed Mind
R0001302,OI00011332,2026-05-23,1,155.59,Not as Described
R0001303,OI00011337,2026-05-27,1,125.65,Size or Fit
R0001304,OI00011339,2026-05-30,1,627.4,Size or Fit
R0001305,OI00011340,2026-04-21,1,573.04,Damaged
R0001306,OI00011348,2026-04-25,1,80.47,
R0001307,OI00011359,2026-05-31,1,678.42,
R0001308,OI00011383,2026-05-12,1,112.53,Arrived Late
R0001309,OI00011388,2026-05-26,1,49.15,
R0001310,OI00011389,2026-04-24,1,121.64,
R0001311,OI00011391,2026-05-07,1,662.93,Arrived Late
R0001312,OI00011398,2026-05-12,1,79.25,Size or Fit
R0001313,OI00011400,2026-05-03,1,157.4,Arrived Late
R0001314,OI00011402,2026-04-26,1,435.58,Changed Mind
R0001315,OI00011403,2026-05-21,1,76.87,Size or Fit
R0001316,OI00011404,2026-04-30,2,320.92,Changed Mind
R0001317,OI00011407,2026-05-27,1,60.56,Wrong Item
R0001318,OI00011418,2026-05-14,1,238.93,Changed Mind
R0001319,OI00011419,2026-05-07,1,77.97,Not as Described
R0001320,OI00011422,2026-04-25,1,74.2,Not as Described
R0001321,OI00011436,2026-05-10,1,124.23,Size or Fit
R0001322,OI00011438,2026-05-29,2,161.78,
R0001323,OI00011443,2026-05-03,1,143.64,Wrong Item
R0001324,OI00011461,2026-04-27,1,28.27,Not as Described
R0001325,OI00011498,2026-05-14,1,370.87,Changed Mind
R0001326,OI00011506,2026-05-03,1,124.58,Not as Described
R0001327,OI00011515,2026-06-01,1,166.42,
R0001328,OI00011532,2026-05-21,1,254.26,Arrived Late
R0001329,OI00011538,2026-04-30,1,286.78,Size or Fit
R0001330,OI00011554,2026-05-29,1,354.39,
R0001331,OI00011558,2026-05-31,2,93.06,Wrong Item
R0001332,OI00011569,2026-05-14,1,79.42,Size or Fit
R0001333,OI00011580,2026-05-09,1,255.46,Damaged
R0001334,OI00011581,2026-04-28,1,104.09,
R0001335,OI00011583,2026-05-18,1,196.95,Size or Fit
R0001336,OI00011590,2026-04-25,1,77.62,Size or Fit
R0001337,OI00011601,2026-04-29,1,142.47,Changed Mind
R0001338,OI00011603,2026-05-16,1,564.0,Not as Described
R0001339,OI00011607,2026-05-23,1,133.91,Size or Fit
R0001340,OI00011635,2026-05-09,1,784.73,Changed Mind
R0001341,OI00011636,2026-04-26,1,30.43,
R0001342,OI00011644,2026-05-29,2,255.48,Damaged
R0001343,OI00011648,2026-05-23,1,59.36,Changed Mind
R0001344,OI00011658,2026-05-14,1,123.56,Arrived Late
R0001345,OI00011661,2026-06-01,1,126.35,Size or Fit
R0001346,OI00011673,2026-05-14,1,51.62,Arrived Late
R0001347,OI00011685,2026-05-09,1,124.87,Arrived Late
R0001348,OI00011708,2026-05-29,1,156.06,Size or Fit
R0001349,OI00011721,2026-05-05,1,80.48,Size or Fit
R0001350,OI00011733,2026-05-20,1,353.94,Size or Fit
R0001351,OI00011737,2026-05-07,1,318.72,Wrong Item
R0001352,OI00011751,2026-04-28,1,373.87,Wrong Item
R0001353,OI00011756,2026-04-29,1,442.55,Damaged
R0001354,OI00011757,2026-05-04,1,46.16,Not as Described
R0001355,OI00011783,2026-06-03,1,693.08,Damaged
R0001356,OI00011802,2026-05-16,1,61.7,Damaged
R0001357,OI00011826,2026-04-24,1,68.19,Changed Mind
R0001358,OI00011833,2026-06-01,1,308.44,Not as Described
R0001359,OI00011839,2026-06-01,1,133.61,
R0001360,OI00011855,2026-05-04,1,144.53,Changed Mind
R0001361,OI00011876,2026-05-20,1,525.21,Not as Described
R0001362,OI00011879,2026-05-04,1,411.4,Changed Mind
R0001363,OI00011889,2026-04-28,1,140.07,Size or Fit
R0001364,OI00011900,2026-04-26,1,137.59,Changed Mind
R0001365,OI00011903,2026-06-04,1,328.33,Size or Fit
R0001366,OI00011913,2026-04-26,1,150.47,Size or Fit
R0001367,OI00011914,2026-05-30,1,128.43,Arrived Late
R0001368,OI00011928,2026-05-31,1,252.57,Wrong Item
R0001369,OI00011942,2026-06-01,1,80.18,Size or Fit
R0001370,OI00011947,2026-05-21,1,132.98,Wrong Item
R0001371,OI00011956,2026-05-18,1,164.02,Changed Mind
R0001372,OI00011960,2026-05-24,1,312.74,Size or Fit
R0001373,OI00011965,2026-04-25,1,112.85,Size or Fit
R0001374,OI00011966,2026-05-08,1,94.93,Damaged
R0001375,OI00011982,2026-05-16,1,112.84,
R0001376,OI00011983,2026-04-25,1,161.73,Changed Mind
R0001377,OI00011993,2026-05-04,1,79.63,Arrived Late
R0001378,OI00011998,2026-05-11,1,533.62,Changed Mind
R0001379,OI00012008,2026-06-01,1,88.16,Size or Fit
R0001380,OI00012025,2026-05-20,1,75.02,Changed Mind
R0001381,OI00012044,2026-05-01,1,71.78,Changed Mind
R0001382,OI00012051,2026-05-29,1,121.86,Damaged
R0001383,OI00012059,2026-05-09,1,646.13,Changed Mind
R0001384,OI00012067,2026-05-23,1,84.85,Damaged
R0001385,OI00012074,2026-05-21,1,582.42,Changed Mind
R0001386,OI00012076,2026-05-04,1,632.53,Not as Described
R0001387,OI00012087,2026-05-12,1,74.29,Damaged
R0001388,OI00012090,2026-04-30,1,372.68,Size or Fit
R0001389,OI00012096,2026-05-22,1,66.89,Size or Fit
R0001390,OI00012100,2026-05-30,1,74.35,Damaged
R0001391,OI00012105,2026-06-05,1,73.15,Arrived Late
R0001392,OI00012106,2026-06-02,1,398.9,Damaged
R0001393,OI00012111,2026-05-18,1,296.07,Size or Fit
R0001394,OI00012120,2026-05-20,1,41.47,Damaged
R0001395,OI00012124,2026-04-30,1,79.59,Size or Fit
R0001396,OI00012137,2026-05-09,1,54.32,Damaged
R0001397,OI00012139,2026-05-15,2,132.02,Changed Mind
R0001398,OI00012156,2026-05-01,1,87.32,Wrong Item
R0001399,OI00012184,2026-06-06,1,30.36,Not as Described
R0001400,OI00012207,2026-06-01,1,573.1,Changed Mind
R0001401,OI00012210,2026-05-17,1,136.66,Size or Fit
R0001402,OI00012228,2026-05-29,1,143.56,Size or Fit
R0001403,OI00012246,2026-06-01,1,301.34,
R0001404,OI00012264,2026-05-19,1,66.73,Wrong Item
R0001405,OI00012271,2026-05-01,1,144.71,Changed Mind
